time,fx,fy,fz,mx,my,mz
4.699993133544921875e-02,1.499245651809199414e-02,4.127005520023534907e-02,2.734979696737932855e-02,6.826422020955410543e-03,1.658164224700294344e-03,1.396659534079229212e-04
5.101323127746582031e-02,3.971502654224915579e-03,7.876065373063406705e-02,5.384807010980333965e-03,1.138349022587797563e-02,5.735543580479785181e-04,1.867849579190246801e-04
5.899977684020996094e-02,7.048326927694859023e-03,1.137961658449933994e-01,2.176153811834306492e-03,1.423095300273420280e-02,2.011999068299482381e-03,1.238252855189466350e-03
6.899952888488769531e-02,1.413022714192303970e-02,6.710532150766113091e-02,2.758280273513946841e-03,8.298492217806874294e-03,1.555413228384061510e-03,1.824908718354893234e-03
7.809901237487792969e-02,2.935784897052139825e-02,5.172644811636312873e-02,3.633289113000799653e-02,5.950375506417237940e-03,4.241465077161669234e-03,2.980810648589245649e-03
8.942651748657226562e-02,2.695418067330190154e-02,5.783153490480449216e-02,1.814206364469086313e-02,5.577106524822520589e-03,4.960024399877246276e-03,2.342968629552041101e-03
9.889984130859375000e-02,2.713949813439337291e-02,5.873203135952186071e-02,6.720666151233700703e-02,5.859008419180374190e-03,2.394959523404694042e-03,5.208066602841743449e-03
1.068255901336669922e-01,1.818636155022635564e-02,6.490456901366030429e-02,2.660613059198387552e-03,5.386104701048151887e-03,1.929913058272170081e-04,5.066116003059380722e-03
1.158063411712646484e-01,2.650333807771687697e-04,7.038069399668718529e-02,5.309156637822785851e-02,7.483733337035994825e-03,6.713740333408028558e-04,6.886006067359126161e-03
1.248056888580322266e-01,6.298340858133665010e-02,6.925021495301705854e-02,5.945462114012774885e-02,8.000780190697831529e-03,5.260134579008705208e-03,8.372243553236869210e-03
1.328060626983642578e-01,5.844360620439630061e-02,6.356509897359644001e-02,4.203760787398588827e-02,7.465221066057440950e-03,4.591901313294765793e-03,5.925216046857384802e-03
1.418061256408691406e-01,2.570362141713928780e-02,1.565776857297294239e-02,5.465271514950202636e-02,2.290923487811487649e-03,1.225850438188865301e-03,5.490693347586109684e-03
1.508188247680664062e-01,3.143552631525281527e-02,4.332882751939355973e-03,6.284623260221167346e-04,1.294770461915995029e-03,5.884528051727589207e-03,7.251538890337198145e-03
1.588058471679687500e-01,4.257129558954726029e-02,7.546990538579241917e-03,2.129836587742464996e-02,3.681194030206036503e-03,8.265389300528121208e-03,8.017751786932144492e-03
1.698057651519775391e-01,5.020193282862876749e-02,8.590910399144509324e-03,1.063221527045357141e-02,4.637395152574204892e-03,7.848039633701361581e-03,7.335115825488935579e-03
1.782512664794921875e-01,3.808149836629463186e-02,6.580129706864568280e-03,1.266604057167081479e-02,2.875002657255916992e-03,7.458875844514966866e-03,7.468535909556080730e-03
1.897563934326171875e-01,2.109476648759951375e-02,3.973050944462812317e-02,6.101203149471482422e-03,7.612158753151140357e-03,8.107801022973296643e-04,7.288536440525309780e-03
1.987564563751220703e-01,4.680778202203915439e-02,7.493606620881981817e-02,3.470493065337691696e-02,1.040658354272855704e-02,3.578795695506779406e-03,5.328600772763965841e-03
2.077562808990478516e-01,5.668002682672011044e-02,5.997663436338598192e-02,7.493058374124975107e-02,8.507672858768640378e-03,4.804943168122595594e-03,5.320622001152057294e-03
2.167572975158691406e-01,4.674672613498150747e-02,9.910690375708051947e-02,8.132040601683408754e-02,1.282575871782665189e-02,3.127947351184652818e-03,6.836305590598164977e-03
2.257668972015380859e-01,9.787521085531901421e-02,8.985133717495585870e-02,8.737887679360341331e-02,1.258541309778931847e-02,7.477372910656517567e-03,6.213178235385763588e-03
2.357561588287353516e-01,1.089722735404436149e-01,8.374873009163981419e-02,1.212993858203657710e-01,1.206840117189453103e-02,7.959481538337668735e-03,6.346610975475686263e-03
2.447562217712402344e-01,1.137486335927832271e-01,3.580563393098827596e-02,7.889501384967280428e-02,6.984589573037307091e-03,8.296789260178421069e-03,6.178744066120645320e-03
2.537572383880615234e-01,9.211819086621275687e-02,3.979857781211629947e-02,1.076666098215961626e-01,8.747180070582061262e-03,6.277167038108188643e-03,5.069916076381275269e-03
2.617561817169189453e-01,9.708360273052107914e-02,5.330601654232699355e-02,1.453739310548904373e-01,1.073232370016915203e-02,6.961042038787246602e-03,3.289349679078235056e-03
